,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK
2025-09-26,85.05,86.18,82.86,85.98,85.98,191679,62.06,62.94,60.18,61.73,61.73,193820,33.24,35.61,31.0,32.87,32.87,77494,118.56,122.21,114.32,121.67,121.67,194209,29.32,30.31,26.59,30.23,30.23,57422,93.21,94.32,92.88,93.9,93.9,129062
2025-09-27,86.06,87.85,82.23,86.14,86.14,153723,62.08,62.42,59.55,62.17,62.17,182359,33.01,33.93,32.47,33.8,33.8,34932,121.83,123.73,111.5,121.32,121.32,38166,30.27,31.03,26.53,27.41,27.41,72277,94.18,94.46,93.53,94.13,94.13,77253
2025-09-28,85.78,87.95,80.26,82.31,82.31,75895,62.83,63.06,60.86,62.32,62.32,13297,33.46,34.3,33.41,33.73,33.73,82487,121.88,124.31,111.7,113.68,113.68,61271,27.4,27.54,27.25,27.4,27.4,137368,94.22,94.74,93.68,94.27,94.27,178141
2025-09-29,82.53,83.54,82.3,83.3,83.3,79333,62.07,62.77,60.85,61.98,61.98,84831,33.66,35.08,33.66,34.53,34.53,20553,114.33,118.04,110.7,113.79,113.79,19865,27.39,27.69,27.31,27.52,27.52,13970,93.66,97.76,92.31,96.52,96.52,195784
2025-09-30,83.45,87.76,80.9,86.79,86.79,48059,62.07,63.03,58.65,60.49,60.49,65055,34.31,35.1,34.02,34.73,34.73,164970,114.55,120.05,110.09,117.23,117.23,87248,27.67,27.77,27.2,27.68,27.68,76170,96.78,98.38,90.91,92.17,92.17,42518
2025-10-01,86.36,87.32,84.31,84.97,84.97,47550,60.78,61.91,60.65,61.73,61.73,50094,34.91,35.19,33.63,34.37,34.37,56162,117.54,118.74,112.5,115.65,115.65,177009,27.56,27.7,27.21,27.7,27.7,119379,92.42,93.76,92.34,93.09,93.09,178237
2025-10-02,84.77,85.03,84.55,84.62,84.62,176355,61.11,63.65,60.68,61.41,61.41,197326,34.59,34.68,33.58,34.41,34.41,182532,116.62,117.6,111.35,117.23,117.23,158657,27.81,28.63,27.42,27.56,27.56,141372,93.26,94.76,92.26,92.98,92.98,171570
2025-10-03,83.98,87.22,82.92,84.43,84.43,32476,61.2,67.14,60.38,62.26,62.26,61993,34.62,35.21,33.59,34.29,34.29,113111,117.58,119.57,111.88,116.87,116.87,125554,27.45,28.3,26.77,27.35,27.35,147947,93.17,95.84,92.22,92.27,92.27,91328
2025-10-04,83.92,87.46,83.02,86.0,86.0,137650,62.3,67.51,61.33,62.94,62.94,70230,34.17,34.81,33.25,34.35,34.35,112561,116.75,117.72,112.4,115.96,115.96,145137,27.35,27.54,27.32,27.37,27.37,30306,92.92,94.7,92.33,93.49,93.49,47732
2025-10-05,85.44,87.12,84.69,86.68,86.68,151894,63.43,66.35,62.92,64.94,64.94,19290,34.56,35.24,32.71,34.54,34.54,16299,116.33,119.13,111.7,118.59,118.59,125057,27.43,27.56,26.76,27.32,27.32,91872,93.18,93.59,92.55,93.16,93.16,128297
2025-10-06,86.39,86.52,84.07,86.33,86.33,23961,64.4,67.47,63.88,66.93,66.93,91703,34.63,34.88,32.23,32.77,32.77,157283,118.29,120.0,111.47,118.67,118.67,60147,27.29,28.1,25.69,28.02,28.02,63611,93.0,94.49,92.6,93.28,93.28,59103
2025-10-07,86.69,87.28,82.19,83.35,83.35,64517,66.59,67.13,64.2,65.05,65.05,104071,32.52,33.13,31.34,32.05,32.05,54964,118.77,121.4,110.11,114.22,114.22,128938,27.86,28.72,26.25,27.97,27.97,171090,93.64,93.75,90.83,93.24,93.24,42586
2025-10-08,82.72,83.24,82.38,82.43,82.43,199360,65.71,65.99,62.92,65.27,65.27,32675,32.09,32.62,31.39,32.13,32.13,164098,114.75,116.2,110.23,110.67,110.67,165243,27.95,28.59,26.27,27.3,27.3,136472,93.43,96.55,87.98,87.99,87.99,93893
2025-10-09,82.54,85.49,80.35,84.32,84.32,75304,65.55,66.02,61.17,61.57,61.57,110159,32.4,32.62,32.36,32.4,32.4,33656,110.72,116.16,106.99,111.22,111.22,190334,27.18,28.15,26.95,26.99,26.99,195403,87.86,96.08,84.72,90.31,90.31,90105
2025-10-10,83.65,89.09,82.49,84.23,84.23,181022,61.4,63.08,60.9,60.95,60.95,149716,32.3,33.39,32.03,32.92,32.92,38576,110.59,113.14,110.49,110.55,110.55,185188,26.93,29.09,26.3,26.95,26.95,55102,90.49,95.58,89.39,90.65,90.65,55350
2025-10-11,84.68,89.5,83.68,84.79,84.79,105059,60.85,61.06,60.68,61.04,61.04,71814,33.08,33.59,31.07,31.23,31.23,175592,110.75,115.62,108.85,113.88,113.88,104318,27.08,27.94,26.43,26.78,26.78,53749,90.82,95.96,89.78,91.5,91.5,88975
2025-10-12,85.21,90.47,85.08,85.14,85.14,29710,60.77,61.36,59.23,59.88,59.88,10555,31.5,33.16,31.0,33.13,33.13,32704,114.43,116.59,108.91,111.26,111.26,186428,26.98,27.92,25.85,26.13,26.13,86988,91.38,95.67,91.02,91.84,91.84,34136
2025-10-13,85.19,93.51,84.21,88.55,88.55,176852,59.89,60.41,59.69,59.79,59.79,174498,33.18,33.93,31.56,31.72,31.72,119219,111.48,115.42,102.97,111.21,111.21,188430,26.09,27.17,25.7,26.12,26.12,19943,91.77,96.1,90.73,94.32,94.32,199612
2025-10-14,88.74,98.31,84.56,89.99,89.99,64465,59.99,62.98,58.36,59.25,59.25,57380,31.67,34.41,30.04,32.05,32.05,110062,111.78,112.52,109.84,111.39,111.39,152821,26.03,27.19,25.76,25.94,25.94,11088,94.27,100.65,93.34,97.96,97.96,37847
2025-10-15,89.79,95.02,89.62,89.77,89.77,121206,59.27,61.61,57.17,60.92,60.92,113827,32.03,34.0,31.3,32.72,32.72,74272,111.86,113.08,109.12,111.99,111.99,84261,26.08,27.62,25.54,26.0,26.0,147076,98.0,104.08,95.45,101.17,101.17,82559
2025-10-16,89.82,91.99,89.82,90.79,90.79,191155,60.74,61.49,58.54,60.26,60.26,90257,32.86,33.17,32.0,32.98,32.98,45070,112.4,113.33,109.41,112.9,112.9,136465,26.11,26.8,26.04,26.08,26.08,103389,101.68,107.26,93.57,98.22,98.22,186285
2025-10-17,90.58,91.09,88.33,90.77,90.77,19541,60.16,63.25,59.35,61.84,61.84,181697,32.96,33.54,32.74,32.97,32.97,113042,112.92,118.68,104.77,110.08,110.08,74039,26.04,27.58,25.3,26.95,26.95,134240,97.42,98.63,91.53,93.92,93.92,84590
2025-10-18,90.8,93.96,90.25,91.83,91.83,129951,61.77,61.84,61.02,61.1,61.1,109417,32.9,33.92,32.83,33.15,33.15,121799,110.97,113.54,100.17,110.91,110.91,63815,26.92,28.12,26.01,27.9,27.9,68875,94.07,95.84,88.06,91.68,91.68,87177
2025-10-19,92.09,95.77,90.47,90.6,90.6,145299,61.16,62.43,58.58,58.63,58.63,49745,32.95,34.26,32.87,33.82,33.82,71741,111.11,114.35,98.65,100.72,100.72,98555,27.77,28.64,27.24,28.16,28.16,115294,91.8,94.24,88.47,90.34,90.34,104565
2025-10-20,90.27,96.48,86.18,86.84,86.84,123216,58.72,60.73,56.05,56.07,56.07,40979,33.53,34.99,33.23,33.62,33.62,86548,100.95,107.23,99.62,106.9,106.9,187718,28.29,28.49,27.22,28.0,28.0,53963,89.74,95.22,87.93,93.19,93.19,122328
2025-10-21,87.32,92.98,86.96,89.57,89.57,30212,56.59,61.16,55.44,60.54,60.54,81425,33.51,33.88,33.43,33.53,33.53,103420,106.96,108.34,106.61,107.5,107.5,195447,27.83,28.61,27.49,28.36,28.36,144572,92.53,92.9,92.1,92.55,92.55,175155
2025-10-22,90.08,93.26,89.95,92.44,92.44,93745,60.09,61.35,56.61,59.5,59.5,111578,33.87,34.29,32.46,33.43,33.43,89699,106.6,107.32,105.73,105.93,105.93,62756,28.22,29.79,27.91,28.99,28.99,16169,93.03,94.77,89.0,91.31,91.31,184094
2025-10-23,93.0,95.07,90.46,94.69,94.69,176095,59.52,61.98,57.69,58.53,58.53,158581,33.33,33.67,32.99,33.57,33.57,16472,105.86,109.84,104.92,108.9,108.9,120497,29.13,29.29,28.96,29.21,29.21,76342,89.92,91.25,88.42,89.49,89.49,182855
2025-10-24,94.67,94.99,91.39,94.48,94.48,74665,58.23,61.8,57.61,57.71,57.71,83919,33.49,34.24,33.02,33.87,33.87,120810,107.93,108.51,107.89,108.03,108.03,100195,29.36,30.55,28.46,28.71,28.71,120564,89.75,92.62,89.39,91.81,91.81,15577
2025-10-25,94.57,97.96,93.76,96.43,96.43,34168,57.67,61.98,56.64,57.8,57.8,160859,33.81,34.48,33.24,33.31,33.31,178031,107.19,110.7,105.07,106.46,106.46,70498,28.71,29.22,28.64,29.0,29.0,129316,91.65,94.51,91.58,94.43,94.43,46510
2025-10-26,96.51,97.83,94.97,97.71,97.71,47897,57.37,63.64,55.25,61.12,61.12,111879,33.39,33.95,32.77,33.5,33.5,30114,107.56,109.2,107.26,108.27,108.27,192305,28.89,29.53,27.81,29.48,29.48,111051,95.67,96.59,92.98,95.21,95.21,120466
2025-10-27,96.94,97.16,94.98,96.17,96.17,152455,61.21,61.54,60.37,60.92,60.92,44173,33.37,33.92,33.22,33.35,33.35,164333,107.38,109.29,104.05,108.1,108.1,147923,29.61,29.68,28.7,29.16,29.16,193136,95.56,98.38,89.9,93.82,93.82,23607
2025-10-28,97.25,100.07,89.86,99.88,99.88,181217,60.56,61.71,57.09,58.32,58.32,171609,33.28,34.85,32.62,33.84,33.84,36007,107.62,110.16,106.37,110.14,110.14,171535,29.19,29.88,27.67,27.7,27.7,111318,93.45,94.13,92.15,94.06,94.06,45642
2025-10-29,100.66,105.29,86.12,95.15,95.15,60871,58.54,61.2,56.24,56.28,56.28,113687,33.69,35.09,33.5,34.43,34.43,193574,110.32,112.4,104.95,111.71,111.71,95793,27.78,27.96,27.16,27.64,27.64,172112,93.69,94.17,93.08,93.59,93.59,49407
2025-10-30,95.27,95.54,91.84,95.09,95.09,63526,56.72,59.73,54.88,56.78,56.78,148751,34.13,36.32,33.7,34.96,34.96,36391,111.79,113.99,105.35,111.9,111.9,158278,27.64,28.06,26.81,27.26,27.26,91181,93.54,96.55,90.05,94.56,94.56,175550
2025-10-31,96.0,97.64,89.22,92.48,92.48,47850,57.09,59.2,54.86,56.66,56.66,20031,35.16,35.49,35.05,35.09,35.09,191659,112.54,112.8,109.93,112.0,112.0,182409,27.22,28.51,26.44,27.86,27.86,175444,94.39,94.7,93.41,93.44,93.44,149229
2025-11-01,92.31,97.32,89.5,94.56,94.56,180044,56.64,59.69,55.92,56.02,56.02,37556,35.05,35.94,34.87,35.75,35.75,66543,112.29,112.66,108.51,109.02,109.02,15537,27.96,28.16,27.95,28.04,28.04,139644,93.28,98.87,92.16,93.56,93.56,175772
2025-11-02,94.47,97.45,93.76,95.87,95.87,67479,56.09,57.6,55.87,56.46,56.46,188082,35.6,36.54,35.47,35.75,35.75,142553,108.79,109.86,107.99,108.29,108.29,53389,28.28,29.38,27.91,29.34,29.34,101682,93.33,97.96,92.46,95.14,95.14,170046
2025-11-03,96.11,98.13,95.55,97.89,97.89,81694,56.1,57.78,56.08,57.5,57.5,161668,35.59,37.4,35.47,36.42,36.42,40644,108.67,110.5,106.26,106.41,106.41,193406,29.46,29.58,28.7,29.06,29.06,130566,95.17,97.52,94.24,94.6,94.6,135844
2025-11-04,98.35,100.63,94.19,97.43,97.43,197998,57.17,60.43,56.05,56.54,56.54,29172,36.32,37.7,35.54,37.43,37.43,179887,107.12,112.88,106.27,107.75,107.75,154652,29.26,29.9,27.66,29.11,29.11,31887,95.04,100.43,92.4,99.67,99.67,47411
2025-11-05,97.41,99.66,97.22,97.41,97.41,85487,56.66,59.62,56.3,58.63,58.63,84103,37.29,38.85,36.88,37.66,37.66,195924,108.88,114.25,104.95,107.37,107.37,181176,29.26,29.78,26.83,27.83,27.83,13816,99.21,100.91,97.06,98.95,98.95,42279
2025-11-06,97.45,103.26,95.89,102.96,102.96,164028,58.87,60.72,54.15,57.34,57.34,164021,37.71,38.67,37.42,37.53,37.53,123331,106.98,114.45,106.62,113.39,113.39,50706,27.9,28.64,26.78,28.04,28.04,176183,99.15,101.26,95.27,96.06,96.06,28788
2025-11-07,101.6,104.29,101.17,103.8,103.8,182265,57.1,57.78,56.03,56.04,56.04,180736,37.83,38.09,37.57,38.08,38.08,188750,112.63,115.62,107.13,109.61,109.61,172853,28.06,29.12,27.2,27.89,27.89,44061,96.77,99.81,96.12,96.4,96.4,33664
2025-11-08,104.65,107.51,103.63,104.67,104.67,69250,56.07,58.82,54.87,57.21,57.21,193427,38.02,38.54,36.28,37.13,37.13,84504,109.19,114.01,109.18,112.04,112.04,170268,27.99,28.3,27.6,28.14,28.14,17904,96.35,101.98,93.47,97.1,97.1,174106
2025-11-09,103.83,108.24,102.95,106.13,106.13,89635,57.02,59.53,56.32,58.29,58.29,156222,37.18,38.17,36.36,36.98,36.98,166366,112.61,122.46,107.26,108.38,108.38,35961,27.9,28.01,27.45,27.55,27.55,13971,97.05,100.16,96.18,96.29,96.29,112363
2025-11-10,106.0,106.06,103.14,104.65,104.65,77215,58.63,61.1,56.52,57.08,57.08,51550,36.8,38.97,35.41,36.01,36.01,176838,107.29,117.38,106.59,111.79,111.79,193627,27.52,27.61,26.69,27.57,27.57,180346,96.33,100.35,92.94,99.14,99.14,113245
2025-11-11,103.93,106.02,99.61,101.96,101.96,116012,57.32,60.95,56.91,60.41,60.41,101278,36.02,37.46,34.91,36.56,36.56,184142,111.57,121.24,111.25,120.6,120.6,80608,27.24,27.53,26.72,27.4,27.4,134972,99.14,99.4,96.66,98.79,98.79,85910
2025-11-12,102.86,103.62,99.1,103.23,103.23,193296,60.46,63.08,59.19,62.73,62.73,87255,36.52,37.1,35.4,36.01,36.01,78199,121.37,123.08,120.94,121.37,121.37,60366,27.29,28.19,25.49,27.81,27.81,173062,98.53,102.05,96.25,97.36,97.36,199610
2025-11-13,102.46,104.82,98.89,103.14,103.14,112507,62.69,67.72,54.09,61.8,61.8,113625,35.93,36.71,35.67,35.88,35.88,71429,121.64,123.65,119.72,122.32,122.32,173409,27.97,28.89,25.98,28.79,28.79,181923,98.04,100.55,97.23,97.64,97.64,173969
2025-11-14,102.36,105.02,93.17,97.27,97.27,164815,61.95,63.97,60.75,62.48,62.48,157568,35.93,38.3,34.91,36.39,36.39,187793,121.83,125.52,119.38,125.47,125.47,22232,28.9,29.09,26.08,29.0,29.0,50412,96.88,106.25,94.6,98.7,98.7,48899
2025-11-15,97.65,100.8,92.42,94.92,94.92,73827,62.7,63.12,59.14,62.51,62.51,102739,35.99,36.94,35.62,36.19,36.19,167058,125.4,128.28,119.08,121.61,121.61,86286,29.06,29.59,26.57,28.71,28.71,173605,98.53,101.67,97.61,101.25,101.25,195797
2025-11-16,94.9,97.8,93.18,94.6,94.6,183985,62.6,65.0,57.69,64.05,64.05,107789,36.14,38.27,33.31,38.04,38.04,195663,121.25,126.72,119.39,126.2,126.2,154116,28.37,28.59,25.92,26.92,26.92,53216,101.58,102.94,96.29,97.53,97.53,186615
2025-11-17,95.51,96.81,93.26,95.72,95.72,110776,64.84,66.0,61.02,61.85,61.85,136985,38.19,38.6,35.59,36.42,36.42,117916,126.26,128.98,118.44,119.03,119.03,124227,26.78,26.89,26.01,26.6,26.6,27086,97.76,99.33,96.75,98.72,98.72,24477
2025-11-18,96.25,99.16,96.25,98.96,98.96,119413,62.39,64.07,61.61,63.18,63.18,48851,36.32,37.17,35.85,37.04,37.04,189430,118.37,127.57,117.98,121.98,121.98,36129,26.45,26.69,26.0,26.64,26.64,19235,99.18,99.74,97.17,98.8,98.8,181322
2025-11-19,99.11,99.38,98.32,99.14,99.14,48200,63.01,66.39,58.23,63.0,63.0,82670,36.87,38.63,35.68,37.77,37.77,85281,122.61,131.03,121.54,123.46,123.46,124755,26.85,26.94,26.71,26.9,26.9,164574,98.47,104.18,93.71,93.73,93.73,54869
2025-11-20,98.43,100.52,94.75,97.13,97.13,179614,62.53,62.68,59.74,60.37,60.37,51698,38.07,38.09,36.92,37.05,37.05,196034,122.8,131.01,121.82,130.44,130.44,101051,26.82,27.34,26.02,27.24,27.24,127866,93.35,100.79,91.41,100.02,100.02,23142
2025-11-21,96.86,100.06,94.95,99.74,99.74,100631,60.29,60.56,58.82,60.47,60.47,49196,36.82,37.97,34.37,37.21,37.21,13588,131.06,132.05,127.51,130.9,130.9,27862,27.16,27.79,26.36,26.58,26.58,63679,100.06,101.25,98.2,100.8,100.8,177711
2025-11-22,99.55,100.46,96.92,98.09,98.09,105559,60.78,61.26,58.74,58.99,58.99,46714,37.07,40.25,36.11,38.54,38.54,92382,130.3,130.43,125.06,128.06,128.06,169782,26.37,27.41,25.13,27.02,27.02,154337,100.55,102.7,99.84,100.92,100.92,91597
2025-11-23,97.98,98.08,96.34,96.95,96.95,184095,59.11,61.46,58.27,60.69,60.69,159351,38.31,38.5,37.55,37.9,37.9,198096,128.81,132.27,122.12,131.2,131.2,98144,26.99,27.43,25.17,26.53,26.53,92013,100.93,107.7,98.38,102.39,102.39,92671
2025-11-24,96.84,98.77,96.52,97.46,97.46,145614,60.32,60.74,59.87,60.32,60.32,85702,38.04,38.05,37.81,38.03,38.03,13197,131.13,132.36,118.47,119.23,119.23,186507,26.49,26.92,24.46,26.29,26.29,10208,102.85,108.55,101.63,106.28,106.28,154413
2025-11-25,97.03,97.94,95.78,96.69,96.69,47722,60.23,60.83,59.33,60.67,60.67,17897,38.26,38.55,36.4,38.05,38.05,76712,119.48,121.98,116.45,116.66,116.66,94434,26.21,26.44,24.8,26.08,26.08,32881,105.82,109.48,102.61,103.12,103.12,199985
2025-11-26,97.37,102.15,92.21,99.08,99.08,114923,60.48,61.54,56.26,57.42,57.42,31708,37.9,38.05,37.16,37.59,37.59,45186,116.31,123.33,114.11,123.01,123.01,122339,26.2,26.21,25.77,25.95,25.95,161665,102.82,108.25,101.92,107.43,107.43,150252
2025-11-27,98.51,99.64,95.62,98.15,98.15,133530,56.78,57.06,55.82,55.96,55.96,11598,37.45,38.09,35.96,36.51,36.51,23726,122.32,124.34,118.46,118.76,118.76,99121,25.88,26.13,25.45,25.99,25.99,147729,107.67,108.67,105.81,106.76,106.76,81297
2025-11-28,97.95,101.3,95.02,98.3,98.3,175838,55.72,56.85,52.91,54.96,54.96,130804,36.52,36.65,36.16,36.3,36.3,130105,118.72,119.19,117.09,119.19,119.19,26474,25.91,26.46,25.17,26.23,26.23,196704,106.19,107.52,105.7,106.85,106.85,142949
2025-11-29,98.11,98.31,95.37,97.66,97.66,193004,55.26,56.64,54.47,55.47,55.47,115925,36.17,36.98,35.8,36.91,36.91,149255,118.68,122.71,112.83,113.86,113.86,73064,26.0,26.63,24.56,24.76,24.76,125219,107.07,110.65,103.37,108.79,108.79,109724
2025-11-30,97.64,103.42,91.21,99.13,99.13,99081,55.8,56.09,54.92,55.48,55.48,91481,36.92,37.23,36.23,36.4,36.4,51171,113.31,123.14,112.4,118.58,118.58,161219,24.71,25.22,24.68,24.76,24.76,120367,108.47,114.05,106.68,110.8,110.8,123399
2025-12-01,99.28,100.6,92.0,98.63,98.63,27855,55.16,56.69,54.56,55.08,55.08,121315,36.34,37.92,35.95,37.72,37.72,199230,117.7,121.1,117.49,119.9,119.9,140778,24.85,26.67,24.26,26.5,26.5,102739,110.76,113.97,110.17,113.1,113.1,143067
2025-12-02,98.94,99.46,92.62,94.82,94.82,124034,54.62,55.3,53.72,54.8,54.8,86765,38.05,38.48,37.14,38.21,38.21,147700,120.21,126.73,110.62,118.94,118.94,90464,26.61,26.68,25.22,25.9,25.9,194465,112.86,116.75,108.1,115.14,115.14,163283
2025-12-03,95.36,97.95,90.6,91.46,91.46,140683,54.97,55.28,53.84,54.86,54.86,127862,38.16,38.31,38.13,38.19,38.19,154293,119.1,120.86,115.61,116.74,116.74,188152,25.94,26.05,25.55,25.99,25.99,195785,115.17,115.41,114.76,115.05,115.05,41896
2025-12-04,91.3,91.69,90.46,90.69,90.69,62713,54.65,55.4,53.47,55.03,55.03,196183,38.34,38.51,38.21,38.24,38.24,41025,117.57,123.96,115.32,123.38,123.38,58836,26.04,26.35,24.72,25.33,25.33,145839,114.71,114.78,114.13,114.16,114.16,39217
2025-12-05,90.5,92.17,84.78,85.53,85.53,84016,54.96,57.29,51.33,54.21,54.21,126673,38.3,39.76,36.99,38.41,38.41,26954,124.19,125.58,116.94,120.12,120.12,145108,25.39,25.76,24.16,25.68,25.68,50859,114.7,122.04,104.01,116.42,116.42,196632
2025-12-06,85.9,87.13,85.54,86.66,86.66,16542,53.95,54.5,53.03,53.69,53.69,22059,38.45,38.87,38.3,38.48,38.48,23659,119.31,119.99,117.35,117.59,117.59,13228,25.91,26.25,23.96,24.26,24.26,17234,116.95,117.4,111.52,116.07,116.07,111178
2025-12-07,86.97,87.12,86.28,86.94,86.94,143508,53.99,56.56,50.36,54.7,54.7,78734,38.42,40.13,36.38,36.72,36.72,148511,117.19,121.71,115.96,119.39,119.39,16030,24.32,24.59,24.06,24.31,24.31,159169,116.37,117.54,109.53,116.65,116.65,31679
2025-12-08,87.37,88.28,82.97,87.32,87.32,134253,54.26,55.52,51.61,51.81,51.81,158864,36.79,39.23,36.08,38.03,38.03,157434,119.98,122.91,117.47,118.01,118.01,50435,24.4,25.12,24.35,24.37,24.37,188214,117.37,117.92,109.26,110.0,110.0,126987
2025-12-09,86.96,87.7,82.83,87.42,87.42,63013,51.65,53.65,50.41,50.42,50.42,43510,38.07,38.18,37.21,37.38,37.38,32003,119.58,123.84,118.53,120.29,120.29,79639,24.4,25.4,24.21,24.25,24.25,27987,110.87,112.11,104.83,106.06,106.06,96182
2025-12-10,87.45,87.76,83.43,86.76,86.76,51074,50.56,51.44,48.82,50.16,50.16,54761,37.11,39.52,35.86,38.16,38.16,108009,120.89,123.76,118.03,119.91,119.91,83516,24.22,25.41,23.92,24.47,24.47,20178,106.59,107.69,103.88,106.66,106.66,107346
2025-12-11,85.83,89.6,81.92,86.09,86.09,122799,50.22,51.88,48.23,51.52,51.52,125715,38.2,38.66,37.23,37.62,37.62,174671,120.09,127.35,116.79,126.07,126.07,194085,24.63,27.53,23.13,25.15,25.15,162167,106.67,108.67,103.06,107.78,107.78,95041
2025-12-12,85.6,86.87,82.88,83.38,83.38,36764,51.35,51.55,48.65,51.34,51.34,141431,37.61,39.53,35.04,35.84,35.84,152688,125.63,129.27,119.31,127.51,127.51,191043,25.16,26.49,25.13,25.26,25.26,115968,106.63,107.22,100.77,102.76,102.76,190867
2025-12-13,83.03,84.9,81.7,84.83,84.83,80757,51.71,52.37,47.05,48.48,48.48,86897,35.74,37.95,35.33,37.75,37.75,62247,127.97,130.37,125.95,126.91,126.91,139758,25.17,26.54,24.76,25.26,25.26,181630,103.56,104.06,96.33,101.99,101.99,18466
2025-12-14,84.76,86.41,81.93,82.58,82.58,35317,48.5,48.83,47.66,47.83,47.83,141941,38.14,38.45,37.34,38.23,38.23,114617,127.0,130.44,125.76,129.72,129.72,63633,25.18,26.3,25.05,25.14,25.14,195012,102.35,102.93,92.56,97.84,97.84,10083
2025-12-15,82.61,82.81,82.52,82.54,82.54,36088,47.81,49.6,44.73,47.64,47.64,34511,38.05,38.51,36.29,36.57,36.57,95346,129.45,131.85,128.59,130.65,130.65,145548,24.89,28.05,23.76,27.54,27.54,37598,97.83,99.02,89.19,94.16,94.16,143623
2025-12-16,82.34,83.3,81.51,81.53,81.53,182960,48.12,49.29,45.27,46.49,46.49,175628,36.55,37.0,36.27,36.87,36.87,177011,130.51,137.31,126.51,129.02,129.02,124882,27.68,27.91,26.45,27.42,27.42,97517,94.42,95.17,88.82,93.23,93.23,106535
2025-12-17,80.95,83.06,79.76,82.91,82.91,98280,46.69,46.93,44.93,46.79,46.79,104295,37.01,37.15,36.29,36.51,36.51,143649,128.07,141.29,126.49,129.3,129.3,53818,27.43,27.45,26.16,26.34,26.34,33404,92.86,93.27,88.45,91.76,91.76,159160
2025-12-18,82.4,82.85,80.0,81.5,81.5,59645,46.72,46.73,45.07,45.46,45.46,190440,36.32,37.9,34.19,35.21,35.21,78824,128.55,151.75,122.78,145.76,145.76,130812,26.3,27.16,25.77,26.8,26.8,27985,91.43,92.92,87.18,88.2,88.2,24300
2025-12-19,81.71,82.1,79.94,81.24,81.24,92183,45.77,46.65,43.13,44.28,44.28,52109,35.28,35.8,34.95,35.27,35.27,42459,145.84,147.11,145.41,146.52,146.52,139964,26.9,27.26,25.53,26.54,26.54,153667,88.21,89.63,87.62,89.26,89.26,194370
2025-12-20,81.3,82.85,79.39,80.82,80.82,105048,44.23,45.27,42.66,42.93,42.93,199105,35.62,36.31,35.39,35.99,35.99,140976,146.53,148.3,145.95,146.31,146.31,115508,26.42,26.78,25.7,26.69,26.69,140414,89.46,91.6,83.54,88.22,88.22,91144
2025-12-21,79.92,80.4,79.62,79.63,79.63,79455,42.72,44.21,42.13,42.8,42.8,160842,36.08,36.25,35.33,35.43,35.43,16731,145.58,156.67,145.52,150.77,150.77,95633,26.87,26.98,26.2,26.49,26.49,183688,88.3,89.96,83.2,87.95,87.95,98167
2025-12-22,79.92,80.82,77.97,80.18,80.18,16235,42.96,44.65,42.52,44.19,44.19,80977,35.25,36.76,34.69,35.58,35.58,100078,151.54,164.25,145.81,153.78,153.78,157608,26.56,26.98,25.77,26.57,26.57,44929,88.16,91.52,83.18,89.26,89.26,136559
2025-12-23,80.12,81.0,76.97,78.92,78.92,133168,44.4,45.07,44.12,44.76,44.76,69619,35.57,37.63,35.32,35.36,35.36,187491,153.34,157.0,153.18,154.59,154.59,187667,26.79,27.45,26.61,26.76,26.76,113273,88.89,90.83,84.91,85.89,85.89,58603
2025-12-24,78.61,82.54,77.31,78.02,78.02,135565,44.77,44.9,43.25,44.19,44.19,115240,35.25,36.7,34.62,36.24,36.24,184468,153.95,157.51,153.87,156.35,156.35,67886,26.6,27.47,26.05,26.14,26.14,146857,85.92,91.34,85.36,86.4,86.4,76652
2025-12-25,78.56,81.74,72.07,74.15,74.15,41504,43.81,43.99,43.8,43.99,43.99,14962,36.19,36.62,36.15,36.55,36.55,138030,157.36,159.71,152.88,158.84,158.84,138085,26.08,27.21,25.9,26.17,26.17,149865,85.84,90.63,85.17,89.05,89.05,178132
2025-12-26,73.59,81.24,73.09,73.99,73.99,121289,43.8,44.72,42.32,42.56,42.56,148820,36.52,37.33,35.82,36.16,36.16,111312,158.87,165.37,152.62,158.66,158.66,77029,26.12,27.3,26.03,27.07,27.07,108126,88.99,89.05,86.87,87.97,87.97,182141
2025-12-27,74.3,83.0,69.14,76.83,76.83,174879,42.72,43.71,42.11,43.2,43.2,80332,36.19,37.17,36.04,36.86,36.86,125466,158.61,162.35,157.01,160.44,160.44,179465,26.92,27.15,26.76,27.11,27.11,156524,87.38,87.72,84.6,85.17,85.17,67599
